	revid	editor	datetime	title
2221	77287949	82.137.200.54	2012-04-03T15:06:05	Heroes of Newerth
2222	58965900	83.192.204.203	2010-11-08T20:02:36	Les Parent
2223	124293251	123.255.47.132	2016-03-13T03:56:38	Record de vitesse à la voile
2224	63715541	90.32.7.49	2011-03-26T22:28:50	Éliminatoires du Championnat d'Europe de football 2012
2225	63715622	90.32.7.49	2011-03-26T22:31:05	Éliminatoires du Championnat d'Europe de football 2012
2226	72178251	84.5.254.82	2011-11-15T22:52:48	Éliminatoires du Championnat d'Europe de football 2012
2227	92762023	90.48.29.88	2013-05-04T10:28:59	André Chainat
2228	92762079	90.48.29.88	2013-05-04T10:31:25	André Chainat
2229	112387652	82.224.57.248	2015-03-03T18:09:38	Chaussée aux Moines
2230	66166828	194.78.184.248	2011-06-08T07:55:31	Fatal (film)
2231	77442809	120.56.161.187	2012-04-08T03:41:05	Jean-Joseph Boillot
2232	72218290	194.78.184.248	2011-11-17T02:29:20	Requiem pour un massacre
2233	82922925	90.49.149.20	2012-09-11T21:48:38	Steve Aoki
2234	59349651	207.162.116.1	2010-11-18T16:00:22	Pichenotte
2235	59349710	207.162.116.1	2010-11-18T16:01:46	Pichenotte
2236	56944026	86.192.253.236	2010-09-09T11:02:07	Polonium 210
2237	132017873	92.144.193.22	2016-11-22T00:05:50	Wesper
2238	56375616	92.160.64.65	2010-08-22T04:11:34	Lisa Origliasso
2239	71496636	208.110.65.123	2011-10-27T08:33:02	Changer les choses
2240	97524124	90.2.139.190	2013-10-16T15:54:19	Farida d'Égypte
2241	97524150	90.2.139.190	2013-10-16T15:55:28	Farida d'Égypte
2242	61742297	82.127.148.124	2011-01-29T13:23:44	Aracine
2243	107068444	88.185.146.198	2014-09-01T14:00:17	Nœud (lien)
2244	105991957	41.108.21.64	2014-08-04T17:05:49	Yvette Lebon
2245	122803575	88.171.81.129	2016-01-28T11:14:09	Vente one shot
2246	122803615	88.171.81.129	2016-01-28T11:15:23	Vente one shot
2247	61794106	178.73.204.72	2011-01-30T20:07:15	Lim Jeong-hyun
2248	65339452	90.55.16.206	2011-05-14T11:54:16	Lim Jeong-hyun
2249	114887950	88.219.191.2	2015-05-10T13:19:09	Anny Schneider
2250	114888229	88.219.191.2	2015-05-10T13:27:39	Anny Schneider
2251	114888461	88.219.191.2	2015-05-10T13:34:15	Anny Schneider
2252	114888483	88.219.191.2	2015-05-10T13:34:50	Anny Schneider
2253	75815471	62.217.113.46	2012-02-20T05:47:49	Modèle:Multiple image
2254	75840085	176.9.53.41	2012-02-20T19:27:06	Modèle:Multiple image
2255	75840287	176.9.53.41	2012-02-20T19:34:07	Modèle:Multiple image
2256	83342669	77.195.116.100	2012-09-24T13:29:47	Liste des mammifères en Espagne
2257	85649548	79.85.101.36	2012-11-22T20:11:30	Liste des mammifères en Espagne
2258	85687777	79.85.101.36	2012-11-23T22:26:04	Liste des mammifères en Espagne
2259	85686760	79.85.101.36	2012-11-23T21:59:08	Liste des mammifères en Suisse
2260	110203101	88.219.191.86	2014-12-23T19:20:55	Tristan Duval
2261	67791807	82.234.151.1	2011-07-25T18:14:42	Toute la peine du monde
2262	120091606	78.227.98.39	2015-11-02T06:17:44	Dixit (jeu)
2263	64741297	93.182.153.200	2011-04-26T22:42:06	Parti pirate (France)
2264	89747251	129.194.8.73	2013-03-11T19:30:46	Alexis Littré
2265	72987802	86.192.234.138	2011-12-09T21:16:22	Bienvenue à Zombieland
2266	99395972	88.179.104.153	2013-12-19T22:28:41	Bienvenue à Zombieland
2267	81078352	93.1.56.9	2012-07-21T09:04:42	San Antonio (Chili)
2268	79191054	86.71.110.177	2012-05-29T05:18:35	Brigade La Fayette
2269	109746446	90.57.190.151	2014-12-07T11:46:02	La République
2270	109746495	90.57.190.151	2014-12-07T11:47:23	La République
2271	109751415	90.57.190.151	2014-12-07T14:45:15	La République
2272	109751495	90.57.190.151	2014-12-07T14:47:45	La République
2273	96303892	92.156.169.20	2013-09-01T09:25:49	C à vous
2274	96303990	92.156.169.20	2013-09-01T09:29:48	C à vous
2275	84818715	90.59.167.191	2012-11-01T08:56:01	Nuka (Disney)
2276	75219676	89.170.61.87	2012-02-06T07:47:38	Dr. Martens
2277	85685846	79.85.101.36	2012-11-23T21:33:09	Liste des mammifères au Portugal continental
2278	85688783	79.85.101.36	2012-11-23T22:54:19	Liste des mammifères au Portugal continental
2279	63740205	198.252.153.209	2011-03-27T16:51:09	Ikigami
2280	95316362	83.158.239.102	2013-07-26T22:00:30	L'Homme aux cercles bleus (téléfilm)
2281	74198719	62.193.242.154	2012-01-11T09:58:21	Sexion d'assaut
2282	78644200	220.255.1.147	2012-05-13T13:15:16	École Saint-Martin-de-France
2283	78644291	220.255.1.122	2012-05-13T13:18:32	École Saint-Martin-de-France
2284	78644347	220.255.1.173	2012-05-13T13:20:38	École Saint-Martin-de-France
2285	100095793	99.181.134.125	2014-01-10T02:15:35	Elinor Ostrom
2286	107938271	109.129.199.118	2014-10-03T16:33:11	Albert Dasnoy
2287	106706179	86.195.66.42	2014-08-21T19:42:15	Auteuil (Yvelines)
2288	80670892	82.121.35.185	2012-07-10T13:01:16	Kia Stevens
2289	95465850	86.218.85.82	2013-08-01T14:15:45	Ryan Hurst
2290	54620802	97.107.132.48	2010-06-24T20:15:15	Lycée privé Michelet (Nice)
2291	57369542	99.18.87.65	2010-09-22T20:52:42	Lycée privé Michelet (Nice)
2292	115282659	90.30.241.163	2015-05-23T13:35:20	Essai au bleu de méthylène
2293	85365804	88.198.100.232	2012-11-15T18:30:39	Eau potable
2294	85366320	46.59.74.15	2012-11-15T18:44:29	Eau potable
2295	120510988	88.219.191.61	2015-11-14T23:12:41	Liste des chefs francs
2296	120511001	88.219.191.61	2015-11-14T23:13:20	Liste des chefs francs
2297	140581167	92.161.29.211	2017-09-11T14:04:46	Crossover thrash
2298	101946091	86.218.218.164	2014-03-10T14:45:28	Nombre de musulmans par pays
2299	69617312	80.58.205.53	2011-09-14T09:08:15	Votre Majesté
2300	62431094	86.218.221.203	2011-02-18T22:05:54	Metin2
2301	62431105	86.218.221.203	2011-02-18T22:06:23	Metin2
2302	79634130	93.16.136.13	2012-06-10T10:32:01	Koopalings
2303	102277423	88.219.191.114	2014-03-22T21:58:47	Sens (Yonne)
2304	102424590	88.219.191.114	2014-03-27T23:55:11	Sens (Yonne)
2305	142672278	92.149.205.9	2017-11-17T09:16:07	Canopé (réseau)
2306	142672320	92.149.205.9	2017-11-17T09:17:17	Canopé (réseau)
2307	142672343	92.149.205.9	2017-11-17T09:17:43	Canopé (réseau)
2308	138295172	88.219.191.67	2017-06-19T10:10:47	Affaire du Phocéa
2309	78621894	91.91.228.19	2012-05-12T18:10:45	Daniel Teklehaimanot
2310	103093672	41.207.215.90	2014-04-21T12:57:36	Discographie de Lil Wayne
2311	132487540	93.2.125.73	2016-12-08T03:35:48	Rugby Park
2312	75831415	85.24.188.130	2012-02-20T15:32:18	Modèle:Homonymes
2313	92818248	212.194.20.234	2013-05-05T22:12:32	Guillaume de Fondaumière
2314	113789220	78.114.176.186	2015-04-12T18:29:40	Antoine Griezmann
2315	116135933	92.134.135.122	2015-06-19T20:12:12	Antoine Griezmann
2316	97130517	82.230.17.116	2013-09-30T22:22:33	Trois Refuges
2317	120230342	109.208.147.101	2015-11-06T16:00:28	Discographie de Justin Bieber
2318	70345097	85.181.224.250	2011-09-26T09:10:33	Nettetal
2319	65020092	90.32.38.108	2011-05-04T20:38:14	Championnat de France de volley-ball 1996-1997
2320	98863601	78.112.109.6	2013-12-02T19:31:21	Vélodrome de Saint-Quentin-en-Yvelines
2321	98863666	78.112.109.6	2013-12-02T19:33:19	Vélodrome de Saint-Quentin-en-Yvelines
2322	55856756	77.197.163.119	2010-08-04T20:32:37	FBI : Duo très spécial
2323	55856815	77.197.163.119	2010-08-04T20:34:05	FBI : Duo très spécial
2324	55856892	77.197.163.119	2010-08-04T20:36:08	FBI : Duo très spécial
2325	55856937	77.197.163.119	2010-08-04T20:37:17	FBI : Duo très spécial
2326	74210596	89.248.174.73	2012-01-11T15:15:33	Discussion:Yankee
2327	74210635	89.248.174.73	2012-01-11T15:16:17	Discussion:Yankee
2328	123133274	88.219.191.32	2016-02-07T22:02:00	La Cotinière
2329	131902584	86.68.66.24	2016-11-17T15:02:11	Tournée en rugby à XV
2330	121298206	213.152.162.79	2015-12-13T16:10:14	Délégation interministérielle à l'aménagement du territoire et à l'attractivité régionale
2331	117847721	86.216.150.244	2015-08-19T10:19:49	Gabriel Cochet
2332	66894065	88.163.212.98	2011-06-28T13:35:54	Alassane Ouattara
2333	75828314	41.207.26.44	2012-02-20T14:17:13	Lady Gaga
2334	79509627	78.251.65.185	2012-06-06T14:32:50	Lady Gaga
2335	79509987	78.251.65.185	2012-06-06T14:44:12	Lady Gaga
2336	79510256	78.251.65.185	2012-06-06T14:52:27	Lady Gaga
2337	89520926	90.42.154.79	2013-03-04T23:34:59	Lady Gaga
2338	109034047	90.62.71.224	2014-11-11T14:46:21	Les Beaudottes
2339	53665131	82.234.151.1	2010-05-26T20:23:08	Pomme de terre
2340	87353605	96.44.189.101	2013-01-06T23:10:43	Pomme de terre
2341	87370738	50.136.10.80	2013-01-07T14:16:04	Pomme de terre
2342	87370975	50.136.10.80	2013-01-07T14:21:15	Pomme de terre
2343	57893389	74.208.213.82	2010-10-09T04:55:18	Wikipédia:Bac à sable/Archives de l'historique/3
2344	120340905	88.219.191.61	2015-11-09T20:02:06	Égligny
2345	119843559	213.152.162.114	2015-10-25T17:02:52	CrunchBang
2346	132210445	86.68.66.24	2016-11-27T21:20:56	Coupe du monde de rugby à XV féminin 2010
2347	132210492	86.68.66.24	2016-11-27T21:22:29	Coupe du monde de rugby à XV féminin 2010
2348	52008643	213.165.91.132	2010-04-08T21:17:36	Jamel Debbouze
2349	80069107	90.32.115.116	2012-06-22T21:19:45	Jakob Poulsen
2350	80069149	90.32.115.116	2012-06-22T21:20:36	Jakob Poulsen
2351	80069181	90.32.115.116	2012-06-22T21:21:26	Jakob Poulsen
2352	77682909	79.87.25.218	2012-04-14T20:02:11	Intérim du président de la République française
2353	99909388	90.46.42.114	2014-01-04T21:10:11	Charles Léopold Mayer
2354	87299186	95.176.122.209	2013-01-05T15:10:50	Téléthon en France
2355	87299308	95.176.122.209	2013-01-05T15:13:14	Téléthon en France
2356	87299402	95.176.122.209	2013-01-05T15:15:09	Téléthon en France
2357	87299916	95.176.122.209	2013-01-05T15:28:12	Téléthon en France
2358	87300043	95.176.122.209	2013-01-05T15:31:31	Téléthon en France
2359	87300157	95.176.122.209	2013-01-05T15:34:10	Téléthon en France
2360	72768597	92.137.26.243	2011-12-03T15:27:54	Al-Qaïda
2361	70370316	85.10.136.150	2011-09-26T18:46:18	Assassin's Creed
2362	96588476	86.212.85.251	2013-09-11T21:52:33	Refuge des Grands Mulets
2363	67423211	90.14.171.135	2011-07-13T18:57:45	Les Chevaliers du fiel
2364	110413024	88.171.81.129	2014-12-31T10:51:15	Baignade
2365	110452800	88.171.81.129	2015-01-01T13:29:46	Baignade
2366	110452828	88.171.81.129	2015-01-01T13:30:52	Baignade
2367	110452862	88.171.81.129	2015-01-01T13:31:55	Baignade
2368	142551830	81.251.157.79	2017-11-13T13:10:45	Le Pont du Gard
2369	58844844	82.248.241.236	2010-11-05T17:30:33	Krampus
2370	106190983	92.139.57.197	2014-08-11T20:06:31	Riposte laïque
2371	112287078	46.246.16.141	2015-02-28T15:48:33	Riposte laïque
2372	120322793	88.219.191.61	2015-11-09T11:42:54	Anthème
2373	120693305	88.219.191.61	2015-11-22T01:36:01	Alligny-en-Morvan
2374	95261377	99.181.131.11	2013-07-25T10:32:23	Ophidiidae
2375	104066981	92.152.23.21	2014-05-24T09:03:37	Twilight (bande originale)
2376	84683755	46.246.116.246	2012-10-28T14:54:27	Juin 2010
2377	142460305	86.203.154.250	2017-11-10T11:03:08	Philippe Forquet
2378	108863689	204.27.56.170	2014-11-05T14:06:29	Julien-David Le Roy
2379	70357613	220.255.1.38	2011-09-26T14:03:48	Toh Hsien Min
2380	82055136	196.47.138.43	2012-08-18T14:33:54	Tokyo Express
2381	115192551	88.219.191.94	2015-05-20T12:38:41	Châlette-sur-Loing
2382	115192795	88.219.191.94	2015-05-20T12:46:06	Châlette-sur-Loing
2383	137906482	51.15.37.97	2017-06-04T01:44:02	IMG Models
2384	105945199	86.209.53.143	2014-08-03T07:40:00	Miss Languedoc-Roussillon
2385	89342276	41.207.26.163	2013-02-28T11:42:50	Agni (langue)
2386	89343420	41.207.26.163	2013-02-28T12:22:54	Agni (langue)
2387	92372494	212.194.20.234	2013-04-23T00:16:17	Ona Grauer
2388	120510740	88.219.191.61	2015-11-14T23:00:00	Ingulphe de Croyland
2389	118991790	90.21.42.178	2015-09-26T18:41:11	Miss Centre-Val de Loire
2390	78312308	82.249.182.15	2012-05-03T17:35:32	La Jeune Fille au verre de vin
2391	88512577	83.194.176.1	2013-02-07T19:15:47	Martin Fourcade
2392	133082975	88.219.191.116	2016-12-28T09:00:52	Diocèse de Bethléem
2393	133083026	88.219.191.116	2016-12-28T09:02:47	Diocèse de Bethléem
2394	89342316	41.207.26.163	2013-02-28T11:44:07	Nzema (langue)
2395	103971344	220.255.1.73	2014-05-20T16:40:31	Transformers 3 : La Face cachée de la Lune
2396	112457470	83.194.79.215	2015-03-05T17:42:28	Emma
2397	82048606	78.250.143.241	2012-08-18T11:33:54	Patrice Ferri
2398	100842658	93.16.136.13	2014-02-02T16:13:53	Mac Guff
2399	84665062	41.250.82.7	2012-10-28T01:06:18	Adrien Regattin
2400	132923755	88.219.191.116	2016-12-22T08:24:02	Conflans-sur-Loing
2401	74564196	83.196.94.7	2012-01-20T13:18:12	Martin Steffens
2402	87101750	5.133.177.170	2012-12-31T11:43:59	Famille de Meeûs d'Argenteuil
2403	104489891	92.133.133.171	2014-06-08T17:08:35	Hubert Duprat
2404	59382387	194.78.184.248	2010-11-19T16:37:06	Xbox 360
2405	75343921	80.58.205.105	2012-02-09T14:29:30	Mister Suisse
2406	113677814	86.198.102.180	2015-04-09T08:06:30	Ariane (film, 1957)
2407	120584469	88.219.191.61	2015-11-17T18:02:12	Ambroise Challe
2408	120555548	64.235.110.226	2015-11-16T16:39:26	Caitlyn Jenner
2409	120555576	64.235.110.226	2015-11-16T16:40:12	Caitlyn Jenner
2410	133644219	88.219.191.116	2017-01-14T23:03:07	Bailliage d'Aire-sur-la-Lys
2411	63479947	85.180.132.10	2011-03-21T19:03:47	Église du Rédempteur de Bad Homburg
2412	60937643	88.141.46.56	2011-01-04T21:21:53	Magnitude 10,5 : L'Apocalypse
2413	57532940	89.2.151.228	2010-09-27T22:47:31	Roller Hockey Club Road Runners Lyon
2414	129687267	86.72.14.225	2016-09-18T00:26:05	Discographie de Lady Gaga
2415	57828911	194.154.227.109	2010-10-06T21:14:05	Discussion utilisateur:Cédric Boissière
2416	57829070	137.56.163.46	2010-10-06T21:20:26	Discussion utilisateur:Cédric Boissière
2417	131952256	86.68.66.24	2016-11-19T16:14:24	Qualifications pour la Coupe du monde de rugby à XV 1991
2418	131954446	86.68.66.24	2016-11-19T17:42:18	Qualifications pour la Coupe du monde de rugby à XV 1991
2419	131952298	86.68.66.24	2016-11-19T16:16:08	Qualifications pour la Coupe du monde de rugby à XV 1995
2420	131952439	86.68.66.24	2016-11-19T16:22:00	Qualifications pour la Coupe du monde de rugby à XV 1995
2421	131952831	86.68.66.24	2016-11-19T16:38:11	Qualifications pour la Coupe du monde de rugby à XV 1995
2422	131952995	86.68.66.24	2016-11-19T16:45:12	Qualifications pour la Coupe du monde de rugby à XV 1995
2423	60333065	93.182.147.115	2010-12-18T11:54:56	Haute Autorité pour la diffusion des œuvres et la protection des droits sur internet
2424	93251943	197.224.97.81	2013-05-19T13:00:55	Psychiatrie
2425	58114929	193.37.152.204	2010-10-15T19:14:26	Céline Dion
2426	58114961	193.37.152.204	2010-10-15T19:15:45	Céline Dion
2427	58114979	193.37.152.204	2010-10-15T19:16:15	Céline Dion
2428	58115071	193.37.152.204	2010-10-15T19:17:32	Céline Dion
2429	58115137	193.37.152.204	2010-10-15T19:18:53	Céline Dion
2430	131953576	86.68.66.24	2016-11-19T17:09:29	Qualifications de la zone Europe pour la Coupe du monde de rugby à XV 1995
2431	131953652	86.68.66.24	2016-11-19T17:12:07	Qualifications de la zone Europe pour la Coupe du monde de rugby à XV 1995
2432	63338589	78.113.38.107	2011-03-19T01:41:15	Na'vi (langue)
2433	114456549	86.199.147.178	2015-04-25T11:08:43	Journal d'un vampire
2434	71665747	88.169.166.109	2011-11-01T13:23:16	Spécialiste en valeurs du Trésor
2435	64406189	84.98.159.48	2011-04-16T17:41:16	Renaud Camus
2436	79039827	213.166.196.69	2012-05-24T17:58:18	Jack Scott
2437	94130327	90.53.232.203	2013-06-16T20:04:23	Portail:Cantal/Histoire
2438	56231103	81.93.6.21	2010-08-17T12:14:43	Maxime Poisson
2439	134200304	78.122.35.20	2017-02-02T16:40:50	Missak Manouchian
2440	74629369	80.9.19.67	2012-01-22T09:05:23	Dejan Lovren
2441	57805896	72.47.252.215	2010-10-06T07:31:10	Discussion utilisateur:Serein/18
2442	77970978	79.93.153.139	2012-04-23T19:33:29	Stéphane Robert
2443	68014745	80.9.54.79	2011-08-02T10:31:40	Johan Martial
2444	76715055	86.192.244.253	2012-03-16T15:10:35	Assassin's Creed (série)
2445	91745207	81.48.27.184	2013-04-06T09:25:39	Discussion utilisateur:Remi Mathis
2446	57631145	92.160.99.232	2010-09-30T21:53:46	Les Gros Cons
2447	119486131	88.219.191.62	2015-10-14T12:31:37	Guillaume d'Auxerre
2448	119487840	88.219.191.62	2015-10-14T13:24:54	Guillaume d'Auxerre
2449	135413482	88.171.81.129	2017-03-14T15:45:29	Banque en ligne
2450	121945823	92.131.76.209	2016-01-05T10:24:10	Vampire Diaries
2451	121946016	92.131.76.209	2016-01-05T10:29:49	Vampire Diaries
2452	60208597	85.1.255.199	2010-12-14T09:29:30	HAG
2453	139159219	78.250.79.90	2017-07-22T23:16:55	Économie du Kosovo
2454	139159262	78.250.79.90	2017-07-22T23:20:12	Économie du Kosovo
2455	117242057	81.66.122.129	2015-07-28T11:32:56	Reed Brody
2456	97216477	41.250.186.8	2013-10-04T16:09:10	Béton de ciment
2457	82127350	79.89.115.47	2012-08-20T15:40:15	Parquet (construction)
2458	82127458	79.89.115.47	2012-08-20T15:42:53	Parquet (construction)
2459	82127587	79.89.115.47	2012-08-20T15:46:34	Parquet (construction)
2460	104879839	90.2.86.55	2014-06-22T17:11:40	Emmanuelle Cosse
2461	104119763	82.248.203.47	2014-05-26T09:41:48	Marie-Nathalie de Verneuil
2462	133611053	88.219.191.116	2017-01-13T22:10:32	Jean III Baillet
2463	133611547	88.219.191.116	2017-01-13T22:30:32	Jean III Baillet
2464	133620397	88.219.191.116	2017-01-14T09:47:37	Jean III Baillet
2465	133623161	88.219.191.116	2017-01-14T11:44:44	Jean III Baillet
2466	133625674	88.219.191.116	2017-01-14T13:20:03	Jean III Baillet
2467	133626116	88.219.191.116	2017-01-14T13:34:21	Jean III Baillet
2468	133626139	88.219.191.116	2017-01-14T13:34:59	Jean III Baillet
2469	133646998	88.219.191.116	2017-01-15T01:41:27	Jean III Baillet
2470	133647407	88.219.191.116	2017-01-15T02:16:41	Jean III Baillet
2471	62414605	90.2.200.116	2011-02-18T14:10:30	Jeannette Batti
2472	67051515	77.193.218.59	2011-07-02T20:17:00	Antoine Palatis
2473	67051782	77.193.218.59	2011-07-02T20:26:11	Antoine Palatis
2474	104621919	86.204.175.10	2014-06-13T09:47:54	Mister You
2475	104626145	86.204.175.10	2014-06-13T12:49:47	Mister You
2476	115503010	105.156.235.5	2015-05-30T11:55:48	Mister You
2477	115503053	105.156.235.5	2015-05-30T11:57:17	Mister You
2478	115503120	105.156.235.5	2015-05-30T11:59:46	Mister You
2479	105846910	93.115.84.195	2014-07-31T01:24:18	Coupe du monde de football de 2022
2480	105846919	93.115.84.195	2014-07-31T01:25:34	Coupe du monde de football de 2022
2481	105846922	93.115.84.195	2014-07-31T01:26:57	Coupe du monde de football de 2022
2482	66200541	83.134.176.29	2011-06-09T07:42:52	Gouvernement Van de Weyer
2483	129956301	90.11.249.117	2016-09-25T01:05:12	Jordan Henderson
2484	129956404	90.11.249.117	2016-09-25T01:13:41	Jordan Henderson
2485	129956453	90.11.249.117	2016-09-25T01:19:00	Jordan Henderson
2486	129956487	90.11.249.117	2016-09-25T01:22:01	Jordan Henderson
2487	102057055	87.67.140.165	2014-03-14T14:13:32	Discussion:Moi, moche et méchant
2488	76304100	90.32.124.220	2012-03-04T08:47:20	Championnat de France de Nationale 3 de volley-ball féminin
2489	100978991	79.80.252.106	2014-02-06T20:53:34	Robert II de Hesbaye
2490	115604660	80.119.178.68	2015-06-02T11:28:57	Eddie Redmayne
2491	58463117	92.140.149.6	2010-10-26T13:51:19	David Pierre-Bloch
2492	74912860	84.101.125.87	2012-01-29T20:34:56	Olivier Marroux
2493	126547357	79.95.152.120	2016-05-27T12:45:41	Roblox
2494	94794973	41.104.107.34	2013-07-08T16:58:21	Équipe d'Algérie de football
2495	80605389	93.182.186.43	2012-07-08T13:57:15	Discussion:Prostitution masculine
2496	127719937	83.237.227.17	2016-07-09T23:21:05	Famille Ouroussov
2497	127720133	83.237.227.17	2016-07-09T23:35:51	Famille Ouroussov
2498	127720136	83.237.227.17	2016-07-09T23:36:05	Famille Ouroussov
2499	127720144	83.237.227.17	2016-07-09T23:36:28	Famille Ouroussov
2500	145264315	41.207.216.183	2018-02-07T14:10:13	Passeport tunisien
2501	145264858	41.207.216.183	2018-02-07T14:25:34	Passeport tunisien
2502	145264878	41.207.216.183	2018-02-07T14:26:06	Passeport tunisien
2503	133188516	88.219.191.116	2017-01-01T01:15:39	Abbaye Saint-Pierre-ès-Liens
	revid	editor	datetime	title
0	75027380	109.13.113.49	2012-02-01T16:55:35	Les Âmes vagabondes
1	75029321	109.13.113.49	2012-02-01T17:52:02	Les Âmes vagabondes
2	128573371	93.2.125.73	2016-08-12T00:34:17	SFR Sport 2
3	128573423	93.2.125.73	2016-08-12T00:38:06	SFR Sport 2
4	128573454	93.2.125.73	2016-08-12T00:42:03	SFR Sport 2
5	67445775	90.27.130.152	2011-07-14T15:31:23	Tour de France 2011
6	65610954	86.193.197.4	2011-05-22T21:40:19	Willie Mason
7	135065738	86.198.74.25	2017-03-03T16:03:49	La Chartreuse de Parme
8	135065773	86.198.74.25	2017-03-03T16:05:03	La Chartreuse de Parme
9	135066031	86.198.74.25	2017-03-03T16:14:40	La Chartreuse de Parme
10	59206099	89.88.60.225	2010-11-14T13:45:07	Datafolk
11	119355274	88.219.191.62	2015-10-09T19:24:41	Abel Leblanc
12	126410582	82.246.121.221	2016-05-22T18:17:59	Liste de films tournés dans le département du Val-d'Oise
13	59386882	90.42.212.14	2010-11-19T19:19:14	Julien Laffite
14	100096318	78.251.252.50	2014-01-10T03:15:29	Controverse sur la composition des pantoufles de Cendrillon
15	100096269	78.251.252.50	2014-01-10T03:09:27	Cendrillon ou la Petite Pantoufle de verre
16	118181080	82.229.248.157	2015-08-29T21:38:30	Shtooka
17	118181106	82.229.248.157	2015-08-29T21:39:19	Shtooka
18	118183693	82.229.248.157	2015-08-30T00:03:00	Shtooka
19	130080664	90.55.172.18	2016-09-27T18:20:26	Pierre Lemaitre
20	75521438	92.138.208.136	2012-02-12T20:11:27	Liffol-le-Grand
21	58323070	92.49.64.71	2010-10-22T10:48:04	Liam Hemsworth
22	58323083	92.49.64.71	2010-10-22T10:48:38	Liam Hemsworth
23	58323120	92.49.64.71	2010-10-22T10:50:00	Liam Hemsworth
24	52832099	89.3.128.232	2010-05-02T08:06:32	Mickaël Vendetta
25	52832130	89.3.128.232	2010-05-02T08:08:09	Mickaël Vendetta
26	89719464	81.169.155.246	2013-03-10T23:09:41	Discussion:Grand Prix de Grande-Bretagne de Champ Car
27	72217606	88.179.104.153	2011-11-17T01:41:34	Pentium (marque)
28	121178977	77.234.44.181	2015-12-09T09:48:02	Discussion:Femme de ménage
29	112301468	83.204.158.50	2015-03-01T01:03:34	Sharon Epatha Merkerson
30	112301494	83.204.158.50	2015-03-01T01:06:44	Sharon Epatha Merkerson
31	112301592	83.204.158.50	2015-03-01T01:16:39	Sharon Epatha Merkerson
32	112301637	83.204.158.50	2015-03-01T01:21:39	Sharon Epatha Merkerson
33	65115201	90.48.204.215	2011-05-07T13:36:22	Antoine Ferey
34	55951248	77.197.163.119	2010-08-08T10:20:30	From Paris with Love
35	55952353	77.197.163.119	2010-08-08T11:18:07	From Paris with Love
36	63703822	82.249.22.61	2011-03-26T16:08:29	Catégorie:Chaîne de télévision au Groenland
37	54738926	92.160.118.167	2010-06-28T23:44:34	Ninja Assassin
38	110751753	88.171.81.129	2015-01-09T23:41:07	Jiu-jitsu brésilien
39	51323421	84.101.156.98	2010-03-20T02:15:47	Histoire de la prostitution en France
40	51323509	84.101.156.98	2010-03-20T02:21:06	Histoire de la prostitution en France
41	51323648	84.101.156.98	2010-03-20T02:29:00	Histoire de la prostitution en France
42	60931791	92.160.116.62	2011-01-04T18:19:34	Guadeloupe
43	76413847	92.160.119.238	2012-03-07T16:30:42	Guadeloupe
44	112469930	90.36.188.150	2015-03-06T01:19:51	Guadeloupe
45	87366937	87.67.94.60	2013-01-07T12:20:14	Logan Lerman
46	83440376	91.113.90.73	2012-09-27T12:21:56	Les Aventures de Bernard et Bianca
47	142563639	109.9.186.92	2017-11-13T19:39:42	David Poisson
48	127369330	82.249.47.196	2016-06-26T11:03:42	Marc Wilson
49	54887348	80.58.205.54	2010-07-03T11:55:26	L'Internat
50	77519905	129.194.8.73	2012-04-10T08:37:18	Discussion utilisateur:Kilith
51	138515210	92.133.4.137	2017-06-27T17:27:47	Salvatore Sirigu
52	87240152	89.187.142.208	2013-01-04T00:06:20	Modèle:Infobox Course de Formule 1/Documentation
53	87240201	89.187.142.208	2013-01-04T00:08:09	Modèle:Infobox Course de Formule 1/Documentation
54	65969794	86.201.120.223	2011-06-02T08:08:05	Physique ou Chimie
55	80136892	109.9.82.82	2012-06-24T22:22:48	Physique ou Chimie
56	52039019	86.71.110.4	2010-04-09T20:10:33	Saison 3 de La Ferme Célébrités
57	52039064	86.71.110.4	2010-04-09T20:12:43	Saison 3 de La Ferme Célébrités
58	111957728	37.48.81.54	2015-02-18T10:57:12	Hassen Chalghoumi
59	67042942	213.166.207.147	2011-07-02T15:57:23	Transports de Colmar et environs
60	87075158	82.255.71.212	2012-12-30T18:09:55	Super Street Fighter IV
61	62882713	80.58.205.104	2011-03-04T21:31:33	Wikipédia:Pages à fusionner/Archives de l'historique/3
62	54648867	80.58.205.54	2010-06-25T19:20:11	Lucienne Jourfier
63	74061940	70.27.221.243	2012-01-08T01:59:43	Monk
64	74061965	70.27.221.243	2012-01-08T02:00:42	Monk
65	123701971	90.35.33.205	2016-02-25T14:42:31	Wikipédia:AbuseFilter/Faux positifs
66	124007284	88.123.232.3	2016-03-04T17:46:24	Wikipédia:AbuseFilter/Faux positifs
67	110168496	86.192.237.98	2014-12-22T18:43:36	Histoire de la Picardie
68	110168608	86.192.237.98	2014-12-22T18:47:59	Histoire de la Picardie
69	110168655	86.192.237.98	2014-12-22T18:49:40	Histoire de la Picardie
70	110168784	86.192.237.98	2014-12-22T18:54:50	Histoire de la Picardie
71	110168891	86.192.237.98	2014-12-22T18:59:33	Histoire de la Picardie
72	110168913	86.192.237.98	2014-12-22T19:00:18	Histoire de la Picardie
73	66468851	90.15.165.146	2011-06-16T19:52:47	Man of Steel
74	91362224	90.3.112.144	2013-03-27T21:11:32	Thibaut de Provins
